,train_loss,train_acc,test_loss,test_acc
0,13.825283110141754,10.000031573629705,13.825325906276703,10.000147318797879
1,13.739191472530365,10.027595352361708,13.739359676837921,10.029537418974662
2,13.605506181716919,10.604824450618844,13.605863511562347,10.603344136711847
3,13.423104703426361,12.3382798686537,13.423675298690796,12.323733058338243
4,13.19799530506134,14.274027532205103,13.198780953884125,14.264952857984678
5,12.94956111907959,15.26843899974741,12.950522720813751,15.267530936947553
6,12.716763615608215,14.803201566052035,12.717722415924072,14.81688273423689
7,12.565942466259003,13.334270017681233,12.566485226154327,13.344725987035945
8,12.545341789722443,11.919139934326852,12.544666230678558,11.910503830288746
9,12.587945878505707,10.952134377368022,12.585434257984161,10.957572186210962
10,12.601502358913422,10.426875473604445,12.597195148468018,10.428771361225692
11,12.572514057159424,10.312547360444556,12.567126870155334,10.314010017678257
12,12.52216100692749,10.571103814094467,12.516626060009003,10.580583382439599
13,12.46715623140335,11.111549633745897,12.46218204498291,11.130082498526814
14,12.4270658493042,11.842352866885578,12.42301219701767,11.849808485562756
15,12.410041272640228,12.611518060116191,12.40698629617691,12.601355332940482
16,12.410670578479767,13.309042687547363,12.408516526222229,13.299941072480848
17,12.417793095111847,13.856276837585249,12.416347563266754,13.845830878020035
18,12.420759558677673,14.206870421823691,12.419803261756897,14.201532115497937
19,12.413114309310913,14.346646880525386,12.412444531917572,14.351134354743666
20,12.393715620040894,14.282931295781763,12.393161237239838,14.28815556865056
21,12.366139769554138,14.047076281889366,12.36554902791977,14.055760164997055
22,12.336841464042664,13.6814852235413,12.336068511009216,13.68724219210371
23,12.312564313411713,13.231182116696136,12.311462104320526,13.239098408956984
24,12.29708480834961,12.777500631472595,12.29552537202835,12.789407778432526
25,12.28889513015747,12.38778732003031,12.286787748336792,12.406452563347083
26,12.2823007106781,12.101982823945441,12.279641449451447,12.119622863877431
27,12.272502481937408,11.965047991917151,12.2693430185318,11.977239245727754
28,12.258385837078094,11.979066683505936,12.254848778247833,11.990129640542133
29,12.24210238456726,12.139650164182875,12.238354861736298,12.150707130229817
30,12.226410269737244,12.421318514776459,12.222640335559845,12.425824985268118
31,12.213008284568787,12.767239201818642,12.209392964839935,12.768120212139069
32,12.201906085014343,13.121463753473098,12.198581635951996,13.115129640542134
33,12.191939055919647,13.439031321040668,12.188975989818573,13.43098114319387
34,12.181695580482483,13.686379136145492,12.17909425497055,13.68304360636417
35,12.170123279094696,13.83954281384188,12.167815268039703,13.840232763700648
36,12.1570326089859,13.897133114422832,12.154905498027802,13.905494991160872
37,12.14317798614502,13.864770143975749,12.141097486019135,13.875368296994695
38,12.129856705665588,13.76644986107603,12.127694249153137,13.780642309958752
39,12.117891550064087,13.627241727709015,12.115545392036438,13.632071302298172
40,12.106900453567505,13.494790351098763,12.104315042495728,13.496022392457277
