,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,1.0,0.8829976916313171,0.5741780996322632,0.5109118819236755,0.46629101037979126,0.6512176394462585,0.574684739112854,0.6389678716659546,0.503460168838501,0.5923651456832886,0.6928827166557312,0.7777705192565918,0.9412135481834412,0.8332304954528809,0.7904327511787415,0.8170635104179382,0.4178803265094757,0.6922435760498047,0.8458019495010376,0.5015235543251038,0.7149031758308411,0.9282138347625732,0.9678993821144104,0.4788411855697632,0.8642145395278931,0.9424802660942078,0.6363137364387512,0.593822717666626,0.4958779215812683,0.573792040348053,0.9560903906822205
1,1.0,0.719296932220459,0.6635616421699524,0.9528875350952148,0.504971981048584,0.6311583518981934,0.4941055476665497,0.7184226512908936,0.5047778487205505,0.635509729385376,0.6503435373306274,0.49678629636764526,0.9896989464759827,0.6712815165519714,0.9170684218406677,0.5917822122573853,0.49020645022392273,0.8815986514091492,0.8030542135238647,0.9394641518592834,0.6411246657371521,0.9821244478225708,0.4522349238395691,0.9968306422233582,0.5881935954093933,0.9452389478683472,0.5621178150177002,0.5831214785575867,0.4766668379306793,0.7532855272293091,0.8070559501647949
2,1.0,0.7959749698638916,0.4527433514595032,0.919219434261322,0.5019091367721558,0.5044999718666077,0.5571392178535461,0.48358288407325745,0.5934781432151794,0.7560335397720337,0.5195410251617432,0.7531492114067078,0.9329706430435181,0.5009727478027344,0.7223443388938904,0.9004901647567749,0.7742147445678711,0.6813912391662598,0.9477174282073975,0.5001987814903259,0.7625662684440613,0.4737055003643036,0.8812099695205688,0.8569827079772949,0.5004951357841492,0.9884110689163208,0.49643924832344055,0.9974352717399597,0.7561483979225159,0.7431909441947937,0.9941844344139099
3,1.0,0.687340497970581,0.807740330696106,0.7150606513023376,0.6155991554260254,0.5552980303764343,0.9191785454750061,0.7467265725135803,0.5224692225456238,0.5542466640472412,0.9983199238777161,0.8813345432281494,0.8508055806159973,0.5024681091308594,0.7197852730751038,0.4442294239997864,0.9384051561355591,0.6211612224578857,0.6737021803855896,0.7461575865745544,0.46439072489738464,0.5147197842597961,0.9209302067756653,0.9142948985099792,0.9844656586647034,0.5054702758789062,0.802385687828064,0.8506102561950684,0.5017011761665344,0.6964125037193298,0.9407835006713867
4,1.0,0.7087047696113586,0.4917847216129303,0.5558464527130127,0.8475825786590576,0.5887700319290161,0.500274121761322,0.5142115950584412,0.9008525013923645,0.5875423550605774,0.6845137476921082,0.9484085440635681,0.5284841656684875,0.9683536887168884,0.9285675883293152,0.5903797745704651,0.934830367565155,0.8558729887008667,0.5151988863945007,0.5020326972007751,0.9956145286560059,0.5628608465194702,0.5227346420288086,0.5010805130004883,0.9468029737472534,0.48095405101776123,0.9811049103736877,0.4964927136898041,0.8992178440093994,0.5498399138450623,0.5083693861961365
5,1.0,0.5245645046234131,0.992782711982727,0.7967938780784607,0.6509097814559937,0.7352622747421265,0.6770418286323547,0.6208320260047913,0.6697748303413391,0.9970977306365967,0.8942724466323853,0.7390049695968628,0.9467583894729614,0.5266675353050232,0.9967953562736511,0.8004634380340576,0.9587476849555969,0.8647039532661438,0.7090853452682495,0.5244928598403931,0.7054666876792908,0.6952491402626038,0.516679048538208,0.46876052021980286,0.7003523111343384,0.531800389289856,0.858032763004303,0.5575916171073914,0.9757828712463379,0.5428540110588074,0.5865751504898071
6,1.0,0.5021534562110901,0.528656005859375,0.7746432423591614,0.4558801054954529,0.9328325986862183,0.9831514358520508,0.49224910140037537,0.8902854919433594,0.596918523311615,0.7963799834251404,0.8358268141746521,0.6505764126777649,0.7067098617553711,0.5842504501342773,0.5280268788337708,0.9511387348175049,0.656842827796936,0.7819513082504272,0.8002264499664307,0.7064974904060364,0.9671726822853088,0.528887152671814,0.9893308877944946,0.6120353937149048,0.7036387920379639,0.5333799123764038,0.5763782858848572,0.6774684190750122,0.5048345923423767,0.49991241097450256
7,1.0,0.9998959302902222,0.9910558462142944,0.9970712661743164,0.8179526329040527,0.9932861924171448,0.7884882092475891,0.9427995681762695,0.5088047385215759,0.5005744695663452,0.7763482928276062,0.987116277217865,0.9868072867393494,0.6297746300697327,0.6711952686309814,0.9665371775627136,0.8596951961517334,0.8215527534484863,0.7994094491004944,0.8849343657493591,0.5483078360557556,0.5887378454208374,0.8591052889823914,0.9698531627655029,0.4478404223918915,0.8124086260795593,0.6777864694595337,0.7358976602554321,0.6823767423629761,0.9796046018600464,0.9277282357215881
8,1.0,0.9069758653640747,0.9891884922981262,0.6162984371185303,0.5322372913360596,0.7118107080459595,0.7095835208892822,0.5029371380805969,0.9657623767852783,0.6939101815223694,0.8729009628295898,0.8764150738716125,0.7765382528305054,0.4982551038265228,0.919080913066864,0.5589006543159485,0.5228233337402344,0.4905017614364624,0.5045744180679321,0.700291097164154,0.954785943031311,0.5221621990203857,0.530253529548645,0.9751220345497131,0.4895981252193451,0.5592130422592163,0.9059169292449951,0.502325177192688,0.3715377748012543,0.9657620191574097,0.5763742923736572
9,1.0,0.5266352891921997,0.6215767860412598,0.9895506501197815,0.9351571202278137,0.7360699772834778,0.7243521809577942,0.45067256689071655,0.7437418699264526,0.8150701522827148,0.5829943418502808,0.6787733435630798,0.7804515957832336,0.8800527453422546,0.7306891679763794,0.9893943667411804,0.8834977746009827,0.8864895105361938,0.7823197841644287,0.34642788767814636,0.8152602314949036,0.4690811336040497,0.9963255524635315,0.47228583693504333,0.7151074409484863,0.5525730848312378,0.9046323895454407,0.7754080891609192,0.7561483979225159,0.6339900493621826,0.9987831711769104
